compo	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022		
HLaOSTl																													
AuCOY															10														
AlCCeHNO																		1						1					
CCeHNiOS										1	1																		
CHNOTbZn							1	1			2	1		1	6	5	4	11	7	7	12	16	11	5	6	6	2		
EuReS												1																	
BiDyOSr	1																												
CaNbOSm			1			1												1		7									
AsHfLaNi																										1			
ClCsNaUY																													
GdSiSn											1																		
HfOPbScTa															4														
CEuGeHOW																				1									
CeCuORuSrTb												1																	
FeLuScSi														4	2														
GeMnYb					1		2									1		3											
SY									1								1	2					2						
NaNbOSmTi										1																			
BaCaOTaYb												1																	
AgLaNd															1														
GdPbS				1																									
CeClCsNaY																													
CCoHHoNNiO																							1						
HIOSeYb																							1						
NiTb	1								2	1						1						2	2			1			
CFHMoNOPSY																													
BiIPrSbSeTe																9													
CrGaHoLiOWYb																									5				
BCaKLiOSc																								1					
CrHoOSn																						1							
BaCuEuLaNdOSmY																									1				
CaHoNbOYb																										1			
LaNiOPbSb																								1					
GeNaNdO									1																				
CuHoNdOSr					3																								
BDyGdLiOSi																						5							
KLaMoOTb																			1										
AgCuGdY		1																											
CCuGdHNaO																										1			
Sc	7	1			2	1			2		1	1			1											1			
BaEuOSrWY																													
GeNaNdS													1																
BaEuLaNOSi																				4									
InLaNdRh														4															
FOTmYYb																4					1								
FeHOTb												2																	
AsFNdXe						2																							
BCHNaOSiSm				1																									
AlBCeFKMgOSi																					1								
CCsHHoO																													
AsCEuFHNO																													
FeSmTiZr																								1					
CCoEuHNOP													1											1					
CClFHNNdOPRuS																			1										
BaEuFSiTb																				6									
NiTm																										5			
CaOPrTiTl		1																											
BaFKLaNiZr			2																										
AlCeGdOTb										1																			
LaLiMnOSb																							11						
CuDyORu																													
BaCaDyOTi																							3						
CaEuNaOVZn																						6							
FMoNaOPr																								1					
CCoEuHNOS								1											1				1				1		
CClCuHNOY		2	1				4	2		1		1				2		1	1	1	1	1		1		2			
GeInLa	2					1				1	1																		
CsEuKOVY																						4							
CrErGaOScY																													
Sm					4				2	10		1	1		1									1		1			
AlLaNdO																													
CHLaLiPSi																													
KLaMoOTm							1																						
CeHOPSc																				1									
AlBCaDyEuOSi																					5								
CClHILaNO																													
LuNbOPbTaY				1																									
AlCrFeSiY					1																								
OPScSn														1															
CoCuFeOYbZn																													
BaCaMnNdOSm																				1									
BCeHIO																	1	1											
DyMgSn														1								1							
FLiOPY																							4						
OPScSr							1																						
AsCClHOSc							3																						
CeLaNdNiPr					8										1														
CClHLiNSiY							1																						
BaCoFeOSrYZr																											1		
BaCaMnNdOSr				4																						2			
CFHKNdOS																1													
GdGeI												1																	
CHHoOSSi													2																
AlCaEuGdO																				1									
LaLiMnOSr							1		1																3		3		
FRbSc																										3			
CFHNOPYb		1				1						1		2		1	1	4			1		1	1		1			
BBaOY				1			1		6	1						1	1				2		2			1			
FThYb		1																											
BCoFeHHoNd																													
BCFHLaNO											1									2				2			4		
CeHOPSr																											1		
CaEuGaLaOPZn																											4		
FeHoLuO																											9		
CHNORbSm																									3				
GdGeO																													
GdGeP																	2												
DySZn																										3			
CCrHLuNOS														2							1			1					
AlCeCuGa																				5									
CClHOPrZr						1	1																						
CuGeOSrY					1																								
AlCeMgNaO																													
ClCsLaPS																						1							
FRbSm											1																		
BCHNOSYb																													
BrCGdHNOReSSe																							2						
AlCeCuGe																			5										
ClCsErNaYYb																													
HoSTe																							1						
BDyPd																													
CHNdNiOS										1																			
AlBaFLaNaOSiTbYb																							1						
CEuHORb																				2			2						
AgLaNaTe												1																	
CFHNOPRuTb									4											1	1						1		
CoDyMnSn									5																				
GdGeY													23																
BaCaErOTiYbZr																				5									
CFHKLuNOS																													
GeOsTmY																													
AlAuSiYb								1					2																
BaCuFeOPrSr										1																			
HoSTl																													
CGdHKNNiOS																									1				
GaGeOPbTmYb										1																			
CeGaRh	1	1																	1			2			3		2		
BaCoDyO			1	1	2				6	1		1			1														
OScSmSr												1																	
CaHoLaMnO									1																3				
BaPrSr	1																												
BCGdNiY			2		1			10																					
BrKLuTa																													
CHOPSiY							2		1					2				1									1		
CaCuEuHOP																						2							
AgLaOP																			1										
AsCoFeOSm														1		4													
BaEuLaNaOP																									5				
CHNaOPWY																					2								
CEuHNNaOSnTeW																						1							
AuCErFFeHNOP													2																
HfKMoOSc																									1				
CaNbOTb			1			1						1								7									
CaClCuEuOSr																													
BaErGdNiO											1																		
AgLaOS																													
RhSnTb				1				1																					
ClGdH							3																						
CaHLaNi					1																								
BiDyOTi						4								2															
BDyPt																						2							
CoRhSiYb													3			1													
AlCeEuOY																									6				
CuGdOZn																													
DyGeMnO															1														
CeCuOPr	4	7	1		3	1		2	1			5								1	1								
ClGdK	7									8																			
CHLaNNaNiO													1																
BaEuMgNOSi																				4									
CeGaRu					1	2									1			2						6		1			
BCClHNNaYb							1																						
KLuMnMoO													2																
ErEuLiMoOTmYb																						2							
CEuHORu																						1							
CaClGeLaS	1																												
BGdGeNdO																					1								
GdSiTi							1	2						7															
ClGdN									2																				
CeCuNdOSm															5	5													
GdSbU						3																							
GdSbV									1																				
CeClCsNbO		1																											
CClDyHNOYZn																										3			
PrXe											1																		
DyGeMnS																			1										
ClGdO																											1		
BrTaTm																													
BaErFeOSr																										1			
KNaOSSm																											1		
BaEuGdLiMoOW																											6		
BaEuOSiZn															7	7						6							
OPTlTm																						1							
CaNbOTm			1			1																							
FeLaNdSi								1		2							4												
BOTbYbZn																									3				
RhSnTm				1		1								1															
MgNaOSmW														1															
ClGdS				1																									
CeCuNdOSr	1	2			3		10			1																			
CCeHKNOP														3										4			1		
BaClLaMnO																											1		
BCCoEuH																													
BCFHNdSi																								2					
AlCeMgMnOSi																			1		1								
CeCsFMn																									1				
BaEuOSiZr																						1	5				1		
CCeHKNOS													3																
ClGdW																										1			
CuDyOSe																													
CoSbTeYb																													
CrHoOTi															7														
CeHOZr										2																			
BGeNdO			2												1														
CHLaMoNO		5			4			1	1		1				1						1		2						
CHNOSYYb																													
BiCaCoOPbSc							3																						
CaFeGeLuO												1																	
BaCuEuKOTi	1																												
BaNiOPr																													
CaFeLaORe															4														
EuHLuMoNO																								4					
CuNbOSmSr																													
IrOPrSr																							1						
BrCsHOSm	1																												
BCFHNOYb																1	1	4				2		1			1		
CCeHKMnNOSV																		1											
CFHOPPr								1																1	1				
FeNNd	1	1			1		1		1																				
CrFeLaOSm																									3				
Tb			2		2				1	1	3	2	1		1					1									
BiCEuHNOS																							3						
FeKOY																											3		
FeNbOSmSr																											1		
BrCHLaNOPSi																										2			
BaDyGdOW																													
CeFeLiO												2	3																
BCErPdY						2				1																			
OPScTb																					6								
CGdGeTi					1																								
CeEuOSiY																													
AlMgScSi																			2										
BCeNaOSr											1					1					14			1					
AgCClHNOSYb																											2		
CuDyOSr											1																		
CrFeLaOSr						2						8		3							1			5			10		
LaNiSnZn																				3									
LaLiMnOTa																							4						
BaGdMnO		1			2		1			1	1	1								1	3								
BCeCoNi			1																										
BaCoLaMgO																													
FGdHoYb																													
AsCEuFHOS																													
BCeCuOSrY																													
CoDyFeHTb	2	3	5																										
CClHHoNOSeSn																			1										
BaGdMnS																											2		
Tm					2				1	1		1	1		1												1		
CFeHNOSiSm															2														
BCHILuN																								1					
EuHOTbW																							1						
DyKOSi								1																					
CFHNOSYb				1	5	8	21	22	22	4	6	11	1	7	8	6	4	10	12	14	9	2	8	16	2	8	16		
CaFeLaORu								2																					
GdMnNdSi							4																						
BGdMgMnO															1										1				
OSSmSr																		5											
LaLiMnOTi			11												1											2			
CEuHNSbSe													1	3															
BiEuNbO																													
CoEuHoO													9																
CHNOReSm			1											1							1								
DyMgTl										1																			
BaCuErLuO																													
CeGdKOPTb																					14								
CHNORbTb																1		1							3				
BaErGaNaS																													
CHLiNOSScSi								1																					
AlBLaMoNbTi																													
AlBCeCuFeNd																											5		
AsHLaNaOW											1				1														
CCuHNOScSiW																	1												
CFeHKLuNO							1																						
ArFGd									2																				
GaGeLuMn					6	3	2																						
FRbTb									1																				
BaCuFeNdO			6		1		3		2		1											1	1	1					
AsCoFeLaOZn																4			4										
BrCHLiNPSc															1														
AlCaEuGeO																2													
CaNaOPY	1																									5			
GaGeLaO							3													1				7					
GeMgY														4		1													
BaDyLuOSiY																											3		
OSnYb									1		1								1										
CHLuNNi																						1		1					
CaHLaOP															3						1								
BaEuMgNaOP																1								1			2		
AlBEuGdOY											2			8	25														
GaGeLaS																1				1									
CEuHOSY																							1	3					
CClHNNaPrSi								1																					
HKOPrW	1																												
CeGdRh																													
BaNiOY									3																				
AlDyHKOSi																							1		1				
CaLaNdOVY																		1											
CHMoSTb																										2			
FRbTm									1																				
PbPdPr									1																				
HKNaOPTbW																			1										
CuOSmSrTa																													
NOSiSrY																								1					
FeGdOTiY																									3				
CeGaSb					1	1																							
AlCoLaMnNdNiPrY													1																
BaCoNbOSc																									3	4			
CaFeLaOSrTi																													
BeCoDy																													
CEuHOSc																	4												
FeHPr									2		1																		
BaErFSrZr																													
AlBPrRu																	1												
CHLiOPSbYb					1																								
GaPYb																													
AlBNiY																		1											
BCaOTbY										4									1										
BaOPtYb																													
CeGdRu																													
CEuGdHNO				2	1	1	1			9		1				1	3		10	2	1			2	13	2			
CeGaSi		1	1								2																3		
BiCsEuNbO																				2									
BHLiY																					1								
CEuHOSi					1				2	3		3		1				1	1	5		1				2	4		
IrLiNdO										1																			
CFHNNiOSY														1			2					1	1	1					
BaBiErFGeOPbYb										5																			
CuOSmSrTl																													
InLaZn																													
GaTeYb												1																	
CeCuNdOTb	3																												
BeClEu							1																						
BiCoFeOPr																			1										
CeGaSn																													
FeNNbSm			1																										
CaCuKLaOSr					5																								
CEuHOSm				1											6														
GdGeOYb																		1											
AlBaLaMnO						1			6		1	4				2													
AsCHLaNO						7											2												
CEuHOSn																													
CHNNaOSiY															2	1										1			
LaOSrTiZn						8																1							
CCrFeNSm		1																											
CDyEuGdOTb																						1							
CHIrNOPr																	1												
CuEuORuSmSr												1																	
AsCFHNOPr																													
AlBCaLaNaNdOSi																	1												
CdPtSm																						1							
AsCHLaNS																		1		1									
OReYb				1	1																								
BaCaEuLiOW													2																
CEuHOSr												1				1						1							
AsMgOTbTh				1																									
CeOOsP													1																
EuLuNaOPSc																											5		
CaCuGaLaOSr																													
AlCFeNd	2		2						3																				
CCeGeHNOW																									1				
BaFHoOSiZn																													
ClLaOPb												1																	
BCoNiY	6											3																	
FeMgNdOTi											2																		
BaCaFeHoNiO																									3				
AlCeMgMnOTb							1									6													
CEuHLaOTb																													
CFHMnNNdOS																				1									
CsLaNNaO			1																										
CClDyHLiN																2													
CHNOPSSc							1						1																
CaGdOPZn												3																	
CeCsFNi																									1				
CClDyHLiO							2																						
CErFHNO	2			1		2	2	1		2	3	3		4	3	2	3	7	7	14	10	16	7	11	3	2	5		
BOSrTb																									1				
NiVY							1																						
IKNd																													
GdScY																													
CDyEuGdOTm																						2							
CuNbOSmTi							1																						
CClGdHNSSn												1																	
HNdOSSm				3																									
HKNdOPWZn																										1			
AlTaTb																													
CeILaO																									1				
GdHOPtS													1																
FeGdMoZr							10																						
CaGdOPZr								1																					
DyPdSnY																													
CFHNNiOSm												1																	
CdEuSbYb																6					2						7		
CErFHNS																							1						
AgLaPb																													
UY																													
CdGdMoOW															1														
AlErGaGdO																					1								
CFHMoNOSTb																			1										
CPrReSi			1	1																									
CaFeLaOSb																										1			
AgMgSm																													
CeCuIrSi																													
GdPdS				1																									
CHISiY																	1												
FHLuOSm																													
CHLaMoOP										4										2									
FeHPrSb																													
CHNOPSSm	2	1	2			1				1			1	1	1			1				1		1		1	3		
CaEuMoOZn													2							4									
CuDyOTi					1										1														
AuFPr																													
CClFeHNOPSm																			1										
CHLaMoOS					1																								
CFHLuNORuS												1			1			1											
AgAlCoDyErGdHoNiTbY																								1					
ClLaOPr																													
BaGdLiMoO																								1					
AlTaTm																													
CaEuMoOZr																										5			
KLaMnOSm																			3										
CrDyO		1				2									2			1		1							1		
LuMg																6													
GdPdY													1		1				4								1		
CaHoLaNaOWYb																					2								
DyGaGeSe					6																								
BCNiPtTm		2																											
FeHPrSi	1																												
OSSmTe																			1										
CHLuNOP		1	4		3	4	1	1	4	4	12	1	3	15	2	3	12	18	8	2	3		5	6	10	8	4		
TbTeTl		1																	1			1							
BCY					2	3	4		1		1	1			1				2										
CCrErFHNO								1			1						2												
CHNOReTb			1																										
KLaMnOSr										3				4					1		4				8	1			
CHLuNOS	1	1	1		1	1	3	3	3	1	2	7	2	7	4	2	3	8	3	3	3	7	6	7	9	12	3		
OSSmTi									1																				
AlBDyLaOTm																										5			
AlCHSYb								3																					
CHNOSYZn																					1			1					
HKOSmTi						1																							
CHLuNOU																		1											
BaFeLaMnOSr																				3									
AgLaPr																													
BaGdMoO								1	1																				
CsErNNaO			1																										
LuMn																1													
CEuHNSeSi														1															
FeHPrSn	1	1																											
BHOReSm																													
CHLuNOV																	2												
CHLaLiNO								1			3		1			1	1	3			1			1					
CoFeMnOYb																													
OSSmTl																													
CeHOSTl																													
CHLuNOW					1										1											1			
CoFeGeOY				3																									
CoMnY		1	2		2		1																						
BaHoLaOWY																													
CaFeLaOSr																							4						
BaCaEuLaNbO																				12					1				
CDyHNORuSiW																		1											
ErLuMnS											1																		
CHLuNOY											1														1				
AlBaEuMgMnO															5														
EuLiS																													
CEuHNSeSn													1																
TeTlTm		1																											
DyKOTi						1																							
GeInNd					1																								
BaCdSSm					1																								
CuInNdS											1																		
BiLaLiNbOTi																											1		
GdHLaNaOS																													
MnNaOTiTm																									1				
CEuFHNOPRuS																			1					1					
AuBCLaPt	1																												
CEuHHgNO																													
CeCuMoOSrY			2						1	1	5	3			2	1													
CoFeLaOSrTi																								5					
BCe	1	1																			1						1		
BaEuLuO																										1			
AsCHNOYb																			1										
BaLaLiOSmW																											7		
FKLaNaNd									1																				
HMoNNdOP										2																			
BaEuSbZn																													
CaNdOP	7																												
NbOSmTeTiZn																							7						
AgBaSSc																													
CaCeOPTbY																								7					
DyGaGdO																													
BaCuErLuOSr																													
AgBaCuDyO		4																											
EuRhRuSi																													
CaMnOScSiY																4													
GaSYb																						1							
RhSbYb									1																				
CClHPSc																					2								
BCClFHOSc																			2										
CaNdOV				2																									
BaGaSeY																	1												
BiGeLaO																						1	12	2					
CoErNdV								6																					
CFeHKOSY																				2									
EuHLiOSiSr																							1						
HoOYYbZn																		5											
GaInMnOYb																													
CoGaLaO								1				12	1	6									2	4					
BCClDyHN															1					1			1	2			1		
BeCoEr																													
BCClDyHO																								2	3		2		
AsCClGdHNO																											1		
BiLaMgOTi																							5						
DyGdLiOTmW																													
CeCoCuNdO	1																												
BCdSc										1																			
CeGdSm																					1								
HoOYYbZr																1													
CoCuGaLaOSr				7																									
BaEuOPRb																									10				
BaClEuNaOP																													
AlCeCoLaNdNiPr																													
CeLiOTiZn																						3							
BiTbTeTl																						4							
FHoLiTb																													
CClCrEuHNO																		2											
FeNNbTb			1																										
CEuHOTb														5				3	17	17	1	28	11	1	14	1	11		
BDyRe																					1								
AgEuMoOWY																	7												
CaGaGeOPr																						1							
CClHPSm		1																			3								
CoCrGdLaO																										1			
AlCFLaNaNdOSi												4																	
CoGaLaY						3																							
BaGaOYZn															1						1								
HKLaOSrTaTi					1																								
BDyRh													1																
CaNbOVY																						4		5					
CaCuErOPbSr																													
CCuGeHLaNNaOW																								1					
CdPbYb																													
BaGaOYZr																											1		
CEuHOTi																			1			7		4		1	1		
AlCeCuIn		3		5																									
BHOTbZn																						9							
EuMgOSi															1								1						
OPbSm																								1					
CsEuHOPW									1		1																		
ErLaO								3										7											
ClCsLaRb																													
CEuGdHOS																													
HLaNPSe												1	1																
CEuHOTm															5														
NNaPrTe																													
DyLiOPSr																				7									
INNd														2															
BrCClErHNOZn																								1					
EuMgOSn															5														
BErLiOSr																				1									
AlCeCoLaMnNi				1			1				1			1				1											
BaBiEuFOSrTe																								1					
BGdNaO	9			1			1										1						1		1				
LuNO				4	3	8								2		1		1											
BiClCsOScW													1																
CdPtTm																							1						
AsCHLiLuN																													
ClHKLaMoOP							1																						
AlAsGaNY									1																				
AlCeLiOPSr																								1					
CFHNNiOTb								1		2			2					3		1		1				2			
AlCCaEuFNaOSiTb																									4				
BDyRu																													
CoSmV								1							1														
BiOSmSr	1																												
LaORuSrZn																	1												
ErLaY																													
LaMnMoO							4	1				2									2								
BaClNaOPPr																													
CeCuORu																											1		
AgMgTb						1																							
CHNOPSTb										2					3			2			2			2		2	4		
CoSmY													1																
EuMnOTbY															2														
CClCuHLaNOSr																							2						
CClHMoNOY																											1		
CoCrFFeKLaMgMnNiO																													
AlCeLiOSiTi																3													
CClFeHNOPTb																1													
FeGdLu																													
BrCeCsNa		1																											
ErFLiOPY																													
HNdOSTl																													
CErFHOP								1		2	1			1		1								1			2		
CFHNNiOTm												1																	
BiCaCuErOSr	8			2		2			3	1																			
STmU																									1				
CErFHOS							4			1	2		1						1										
EuHLiOPW							2				1																		
CdCeCuErOPbSr	1																												
CCeLaLiO															1														
CaLuNbO			2			1																							
GdTlZn																													
FeHOWY																													
PrZn			1			1							10																
FeNiOYbZn							1														3								
AgMgTm						1																							
STmY																													
AlFeHoTb	3																												
CHNOPSTm										1																	1		
CaGdMnNiO									1																		2		
BBaHoO				1			1		1														1						
BaNdSmSr	2																												
CHLiNOSSiSm												1																	
BaFeLaMnOTi																						2							
ClEuNaOPSr																													
CeCuOPrSrZn			1																										
EuNaOPbTaTiW														1															
CuMgNiY																1													
FeHPrTi								1	1																				
CdEuSbZn															3					3				7					
LuNi		1														3					5								
GeInOY												1																	
BiDyErHfO																											1		
BrCCeClHMg																													
BaCdSTb					1																								
CeHNPSe													2																
EuGdLiMnOPSr																											10		
BeErGeO																													
EuFOSbTi																											1		
AlSbSrYb														1															
BrCaClLaO																													
BCHNSSiY																									2				
CHLuNPS																			1				1		1				
CErHNSe						1																							
FILaOZr																									1				
CCuHKNNaOPrSiW																													
FeNdOScSr																							3			4			
CHLaLiOP	1													1															
CCrErFHOS						1																							
InLaSSb																	1												
BrCHHoNNaO																							2						
CoMoY					1																								
CErHNSi	2				1			1			1	1	1		7	1		5	6	4	1	1	6	1	3		3		
BrCDyHINOZn																						2							
BFeNdPrZr									4		1																		
FeNPr		1							1						1														
EuFNbORbTi																													
CHoOSb																1													
DyLaSb																													
CCaEuHNO													1		1				1		1				2	1			
AlBDyGdO													5														5		
BFeNbYZr																							1						
GaLaOPbTiZr										3																			
CClHSSc												1					1												
AgCuNiYb																													
CsKOVY																						1							
CClFeHLuO														1															
CeLaNaO																									1				
LaLiOWZr																										1			
CCeHMoNO					1	1		1									1		1	2	1		2				1		
BrCHNOPrZn																					1								
InLaSSn																					1	1							
CeLaNaS																	2												
CEuHIOZr					1																								
BiClCsNbOSmTi													1																
ErOZnZr																													
CFeTaTb				1	1																								
MoSY					1																								
SbTbU						2																							
SbTbV													1																
CClHSSm								1																					
EuHKMoOSiW					4								1						1								1		
AgBaSTb																				1									
CClHPTb																					3								
CCoDyHMoS																										1			
BCHLiNOSiYb									1			3																	
CHHoNPRu																			2										
AlBaFNdOSiYb															3														
CFeHLaNOZr																										2			
InPtTbY										1																			
CHNOSbYb																1													
CClHKNaOPWY													1																
BEuGdOSi																													
AsFLa																													
CsHoSSi								1																					
CHINNdO	1			2	2		1	3	2		3	3	3	1	5	1			2			5	1	7	1	2	3		
BaHOScZr																							3						
FeKLaO								2								9									3				
CHINNdP														1	1														
CuEuLaOSr	10		13	4	6	2			18	5		2															1		
PbSmZn																								1					
CoDyFeH																													
MoSc		1																											
BCClDyHLiNSi	2																												
CFeTaTm				1																									
EuMgNaOPTbY																					6								
BiFeLaNbO																									1				
CaCuFNdOSr	9	1																											
BBiEuOSmSr																						7							
BCeHLa																													
CCdHNNdOS											1																		
AlGdPtSi							2	1																					
BDy	1			1	1						1					1													
EuMgOTa																													
CoCuLaMgMnO																									1				
CClHPTm																					2								
CoDyFeO						1																		2		6	4		
BiOSmTb																							4						
BaKOScSi																										1			
CCoDyHNNaO																									1				
AsFeGdO					1									2															
DyGdMnO																										1			
GdOTaTb					1																								
BDySi			1						1	1	4																		
BCFHLaNPRuS													1																
CFHNOPPrRu													1																
CeGdMnOSiSr																				7									
FeGaNY																													
CGaHNNaOSm																								2	1		4		
BCEuHNaO				2																									
CoDyFeV							4		2																				
CuGeLaO																						1							
BFeMoSmTi																													
BiOSmTi						1		1	4	1				2			2										1		
BaEuOPSn																							7						
GaSbYb										1								1		1									
HLaNPTe												1	1																
AlCHNOTbZn												1																	
AlBaErOYYbZr																													
AuSmSn									1			2									1				1				
BCClHLaN								2	1																				
AlCaNdO																													
CFHOPSY					1		1								2	1				1		1				1			
BaCoFeGdMgOZn													1																
CeDyFe			5																										
CeCuOSm					1		4				1	1	2					1											
BCClHLaO									1	1																			
AsFLu																													
BBiEuGaOSr																								2		1			
CeCuDyOPbSr					9			12																					
DyGaO								1				3								1									
CuScSe										1																			
ClFLaOU																													
CrOSmZn																										6			
SbSmSn							2																						
CuGeLaS							1																				1		
BaBiEuNaOP																										5			
LuOP													2							1			1				1		
CHIrLuNSi																				5									
AsMnOPr		1																											
AsCHLaPS																													
FeGdLaOSmSr																										1			
BrCCeClHNO																						1					1		
BCeCuNaO	3																												
BaOWYb									1																				
BiFeGdMnNbOPb																									1				
DyGaS																		1											
FeGdMn			2	2											5														
BaNiOSc																													
CuScSi	1															1													
DyHIOS																								1					
FeGdMo	2		5	4	23	3	3			1		1																	
LuOU															1											1			
CeHNbOS																1													
DyGaV																					1								
BaCuDyGdOSm										1																	1		
CeCsIOs	1	1																											
AlCeCoLa														1												1			
LuOV									2					2															
FeGaNd	3	3	4		1					2				3															
CFHOPSc										1																1			
LuOW			1					1																					
CoSnY					1									1				1					2		1				
FeLiOSmZn			1																										
BiFeGaGdOTmY										1																			
BaCeEuLiMgOSi												11																	
ClLaORe			1																										
CrErGaNdOScY																													
CFHNPPr																													
CHLiNOSSiTb																		2											
CGaHLaN																													
CaCeEuNaOPSiSr																					4								
LaMgOSrW															1														
ErGeInMn																		1											
BaNiOSm																													
BCHKNdSi								1																					
AgBiClCsInYb																									1				
BCFHOPScSi																											1		
CHLaNOSbSe														1															
ErLiOSiYZr																1													
CFHOPSm								1									1						3	2	1	1			
ErFGdSrYb																		1					1						
AlCFePr		3																											
SeTmY						1																							
ClCsNaYb																													
CClHLaNSi					1		1									1							1						
AgHoY																													
AlCClHOPrZr							1																						
LaLiNiSn													2																
AlCeCuLaMnNdNiPr													1																
CuOSmSr	1					5																							
CuGaOSc																													
ErLaOTbTeYbZn									5																				
IKPr																													
BCHLuNOSi											1		1	1	1	1				2									
CClLaN								1		2																			
AlCaFOSiSrYbZn																													
CrNdOPrTi																							1						
CCaCuOSrY																													
GdMgO																													
CeHNPTe													2																
BaCaCuOReY				1																									
CaCeClOP																			3										
AsCoFFeNdO															9														
GaRhSc																						2		1					
GaHKOTmW																													
FOTlYZr																													
CErHNTe						1																							
CErHMoNOP																1											1		
AsCHNOSSm																							1						
OSiYYb											3					13													
OSiSrYb														1				1			1								
CErHNTi																1													
FeGaMnNdO																										3			
CaCeDyKNaOP																		10											
EuHOTeV																			1										
CCdClEuHN																1													
AlBCoCuFeGaNd							1																						
PbPdY	1								1																				
GdMgY														1						1									
CsFRbSc																										1			
GaRhSm																						1							
OTaY		1									1		1					1					1		4				
CdClGdOTe																			1										
HKOSiTbW												1		1				1											
CeCuHMgNi																									1				
CaCeFeOZr												1																	
CHNOSeYb												2											1						
BeCoGd																													
CCoHMoOSY																										1			
DyMgNaOVY																									5				
AsILa						1						1																	
CHHoNPSi						2													1										
CeLaNbO													8									1							
CClErHINO							1																				1		
PbPdSc	1																												
BaCuNiOY	14	7	15	15	21	5	6		6	1			1										2						
CFNNdOP																										1			
AlCeLuMnOSiSm																										1			
CsGdGeO																								1					
BaGdLiOW														1															
HOSiTmU											1	3																	
CsDySZn																											1		
BEuGdOTb																	4												
CFNNdOS					3											1	1			1				2					
BaHoMoOTi																											7		
PdSiY			1																										
FeHSc	4																												
CsGdGeS																								1					
BiCaEuLaMoO																				6									
CsFRbSm																													
CoCuDyOSr																													
GeInPr					1																								
ErLiOTmWY																							4						
BaDyGaSe																	1												
ErLiOSmTe													3																
FHoNaScYb																		4											
BBaCeGaOSiSm																								5					
PbPdSm									1																				
AlCeCuNdOSr																													
BEr					2						1										1								
OPrRuY															4						1	7							
BCHKLaOP																									1				
FeGdNV			2																										
CCeHLiNO											1						1	6	1	1	2			2					
CaCuLaOSrYb			1																										
BEu					2												1												
FeHSm	2		1	1			1		2			1																	
CoFeGaLaOSr																									2				
LaLiMoOZr																				5									
CeClKNbO		1																											
CGaHNNaOTb																											3		
CCrHOYb						1			1													1							
BaEuOPTb																				9		6		1					
CErFNOP										1				2												1			
BBaLaNbOYbZn				5																									
LiSY																													
CFHNNdOPRuTb																					3								
CErFNOS																1													
HKNY																													
CaLaMnOPbY					1																								
CeCrFNa																									1				
ClCrTbTe					1																								
FNaOTiY														1															
AsAuNdO																				1									
AlCaOSiYb																								1					
CaCeMnOScSi																4													
SbSmTe							5																						
CHOPSmU																	1												
CaClFSmSr																													
DyGdMoO								3							8		21												
FeGdNb			12	1																									
BiCoFeOSm																	2	6		1		4					2		
CHOPSmV														1															
CeCuOTh																													
BMgOSeSmTa																									1				
FeGdNd									3			1																	
CHNSiYb		3	3	3		2	7	12		2	10	8	1	4	5	1	10	8	3	8	2	3	8	8	11	14	19		
ErFeLiOZn			1																										
CeCuOTi						3									1														
CaCeLuMgOPTb																				8									
BiCaEuOPSi																						2							
CFHOSSc									3	2	1	1	1			2		1		1									
CFeGdHNNaOSbW																							1						
AsFeLaNiO															12	3													
AsCFHNOSm																													
ClCsLaTa																													
FeGaOY	3			4																			1						
SbSmTi													1																
CDyEuGdHNdOSmTb																								1					
BrCeCsPS																						1							
LiSc	2							1																					
CCuHNNdOS																1	1			2									
CsNbOPrTi																									1				
AlCoNiTmY													1																
CHILaNOP											1				3	1													
FeGdNi		4				4								7	1								4						
AgCuMgY													1		2											10			
CoDyFeNdTb																			7										
AsLaOYb										1																			
CHILaNOS																							1						
CFHINNdOS											1																		
CHLuOPRu																		2				6							
CuScTe							4																						
CCuHNNdOW																						1							
GdNbNdOY																						1							
CuGdNiSi																													
FOSSc																								3			1		
MnOSbY					1																								
CeFeSeSi																				1									
CCeCuGeHNOW																								2					
BiKNaOPrTi																													
BaNiOTb																													
NiPdSnYb														2															
LuPS								1																					
BiCaEuOPSr																							8						
ErEuOTa																1													
BGdOSrYb																						1							
CFHOSSm						1	4			1		1		2								1	5	1					
BaLuNbOTi									2																				
BrCCeClHNOP																								1					
AlCHLaMoNO																		1											
ErOYbZr																											1		
ClLaOSb	1																												
CErGaHNO																				1	1		2						
CoDyFeNdTi												11																	
CFHOPTb							2	1										2				2	4	1		2	4		
LiSm																													
CuOSmTb																													
BDyIrRh																													
DyOPScV																							4						
CErHIKOSi								1																					
ErGeInNi											1																		
ClLaOSe								1																					
FOSSm																1													
BrCFGeHHgOPr																													
BiHoORe																			1										
BaErInO					1																								
BeGdThU																													
CeFeSbTh		1																											
CuOSmTh						1																							
CEuGdNO											1																		
AgLaSb			1																							1			
CuOSmTi					1									1	2														
ErFeH	2			1		2		7				1			3	1	6								1				
BaNiOTm																													
CHoMnSi				1																									
BFeHNdV																													
AuFSm							1																						
AgAlCoCuLaNi											4	1		1				1											
AsCeFFeOP																6													
CFHOPTm							1	1																					
ClLaOSm																													
GeLaNiRu			1																										
ORuTiY				1																									
BDyFeHKNaOW																													
CHHoMnO																			1	3						1			
LuPb																					1								
ErHOTmY																													
