compo	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022		
CClHINO																													
CCsHNNiOS																										2			
CFeHMnNS																		1											
BCClHIrNOSi																								1					
AlCFKMnOSiY																								1					
CCuFHKN									12									1											
CHNPSSeSn						1																1	3						
AlCGaHNPSi								3																					
CCuFHKO									2									19					3						
AlCGeMn															1														
BrCHNNaZr																													
CHIOSiTi		1																	3							2			
CFHMoNOSb	2												1																
CClHINV																													
CClHINW																													
CClHINY																		1											
AlCCrFHNOP												2			6							2					2		
CFHMoNOSe																													
CHIOSiTm												1																	
CCoFeHHgNOSZn																													
CFHINReS																							1						
BCClHPPtSeSn																	1												
CHNORuSSiZr				13																									
CFeHNPtSi					1						1																		
CFHMoNOSi	3				1		1	2		1	2	8		1	3		2	1	2										
CEuFHLiO																										1			
BaCHOSnTi					1																								
BCHINOPRhW									1																				
CCoIn																1						1							
CHPbS	4			3	4		1			1		2		1				3								1			
CHNiPSW								2																					
CFHMoNOSn																	3												
CClHINb																													
CHPbV																						1							
BCClHMgOSiY			2																										
CHPbY																											1		
CHNORhSbSe																													
BrCHLiNNiPS																													
BCHINORe			3							2										2		1							
CFHPPdRh			1																										
BrCFHNOPRuSSb								1																					
CClFHHgINOPRh																	1												
CHIKNNiO						1																							
CHNNiOTeW																	2												
BCFHNOPtZr																										1			
BCHINORh					4		2								1										2				
AsCHHoOPS																													
CCeHNPS		1									1		3						1						2				
CHNiPSb																	1		1										
BCFHNNbOP				1												4													
AuCClHNSb																							2						
CFHNOReS	5	16	14	18	17	25	29	8	13	19	27	27	17	25	19	29	28	49	44	38	37	55	16	38	49	52	14		
CCuEuHIO																										1			
BCHLiNOSiSm												5																	
BCHNaOTb																											3		
CHNiPSe	1		2	1									2	2	1					4		1							
BCHNaOTc																													
AuCClHNSe																	3	2	6	1			1		11		3		
CFeNYb																													
BCThU																													
CCoHOPRe						2										6													
CHMoNNdO													2										3						
AsAuCClFHNaOP																										1			
AsCHIPRh																													
CHNiPSi	1	11		8		5	9	1	5	3				5	3	1	12	2	5	5	5		1	8	2				
CFHKMnNNaOP																							1						
AlCHIYb																											1		
AuCClHNSi			1				2												7	1			3	9	3	2	1		
AsCClHPPdS															1														
CCoHOPRh	2								3																				
BaCFeHKOS											1																		
CCuHKNNbO											1																		
CFHPPdRu																1													
CHOSSnTi																										1			
BCClFHNbOSi		4			9								2		1														
BCHINORu			1				3																				1		
CHNiPSn			7		19		3										3			7							2		
CFHIrNOPSW													3																
AuCClHNSn																										1			
CCaHINSi																							1		1				
CGaHINPSi										2																			
BrCFFeHPRu	1																1												
AsCHIPRu																													
CHNPScTe																		1											
CCoHOPRu	4	2	14	6	6	1	1		2	7	4		9		2	1	2		2										
AgBCFHNNiOS									2																				
BCClHLiOPS																		1											
CHLiNNiSi																									1		3		
CClDyHNOSeSn																				1									
CFHIrNOPSb							10			9	4			2			1	44	11	1					1		1		
CClCuFFeHPS									1													1							
CErHLiN																						1							
CErHLiO												2									2						1		
CFHNNaOSiY						1																							
BCCoHINSe																													
AgCFHPPtSSb									2																				
CFHIrNOPSi									1									2	1	3						3			
CCrHOPTa		3	6																										
BCFHLuNOSi								1				1						1		1			1			1			
CCdFeHNO	3	1	2	3	4	2	2	5	6	1	2	14	2	11	4		1	1	3	4		5	13	7	1	2	2		
BrCFHMgOP																													
BCCoHINSi																													
CClHKOPrSi																									1	2			
BrCHLiNOYb															1														
CCrHOPTe																													
BrCFHMgOS																													
CCdFeHNS											4					6			3		1								
CCoHIMoNOP																								4					
BrCHSiTiZn						1																							
BCClHNSiSn						2	1																				1		
CCrHOPTi																													
AsCHOPReRu																													
CHLuNSi		2	1	3	3		2	8	6	1	6	8	12	4	5	3	4	6	7	2	4	5	3		1	4	7		
CCrHOPTl																													
CHNOPtSeSn				1																									
CFeHNRb		1													1						1								
CClCrFHNNiO																													
CCuFHLiNSi																													
CHSiSm	1	1	1	8	3	2	9	3			2		2	14	15					1						1			
CHSiSn	9	7	17	53	21	13	14	25	33	24	13	10	12	6	17	18	10	6	9	30	15	13	22	5	4	16	10		
CFHKNOZn						1																	1						
CClCuFHNSbSi																								1					
CFeNbNd			1			1																							
CFeHNRh				2												3								2					
CCoFGdHNOP																1					3		2	1	3				
AsCClHHfNSi	1																												
BrCCoFHMgNOP																		1											
CFeGdHKNOSi																				7									
BCCrFeHNO																													
CEuFOP																1													
BBiCFFeHO																1													
CCoFGdHNOS																						1							
AsCClHNRuSn																													
BCFHMnNORe												1																	
CEuFOS															1														
CCuHNNbOV																6													
AuCHLaNOPS																									1				
CClHHgTe				1																									
BCFHMnNORh																													
AgCFHHgOPS			3																	1									
CCsKNRh																1													
BCHNRhTe										1																			
CClFHHoO									1													1							
CClCrHOPRuS									1	1																			
CDyFeHILiO																						2							
CHIrLuNSi																				5									
CGaHMoNNaOS																													
CFeHNRu	12	4	1	8	5	1			30	35	1	22	6	19		10	8	6	2	2	3		1	11	1				
AlBCHNNd																											4		
BCClFHLiNPd								1																					
BCClHIOPRh																													
CFeHMnOP		2		1	6			3		5	5		1		3	5				6		4							
AlCFHNbOSi															4														
AuCHPPtSe																				1									
AlCHKNNiOP																							4						
CHIrNiS			2																										
CFeHMnOS			3	3				2	7				2																
AsCFHORhS															3														
AlCCoFHNO														1									4		1				
AsCHKNNiPRuS	1																												
CClHIOU																										1			
CClHIOV																													
AuCClFHOPPtS																													
CClHIOW						1	1																						
CFHPPdSW																													
BCHINOSU																							2						
BrCClCrHOPSn		1																											
BCCoHOSSi																													
BCHINOSW						1														2									
BCFHHfNOPS																		2											
CHNSmTe					1		1																						
BrCHLiMgNZn																													
CClHMnNdO																											1		
CHKMgNO														1		2	2		6	1	2			14			4		
CHNSmTh															1														
CHNSmTi																1													
CFeHNPtTl															1														
CHKMgNS																							1						
CFHPPdSb								1	1			1	1	1		3			2			1					1		
BCCoCsFeHNO																		2								1			
BiBrCHNSe																1				1				2		2			
CCoHOPSW					1														1										
CFHPPdSe			2		1							1								1									
CDyFHNOPRuS																			1										
BiBrCHNSi					1															3									
BCClHIrNRh										1																			
CCdHMoNOReSe																							1						
CFHPPdSi		1								1	6	4	3		1										2	1			
CHIInNPPt																					3								
BCHINOSi																													
BCCaClFHNO																1													
CFGaHNOPS							1						1										2			1			
BCClCrHNPSi														1															
CFHPPdSn																						3							
AgBBrCHIMoO						1		1																					
CCoHOPSb																													
CHNiPTe		2		1																		5							
BCHINOSm																2													
BCClCuFHNPRuS													1																
BrCFFeHPSi																						1							
AgCGeHKSi																							1						
CCoHOPSe							1			1			2										3				1		
AlCHNdOZr							1																						
CClHIrNOSZn																	1												
CHNiPTi	1											3																	
AuCFHINOPS																					2			1					
AuCClHNTi																											2		
CCoHLaNaOSbW																					1								
BrCFeHNPZn																3													
CFHNOPReRh							5			2			2						5										
BCHINOSr														3															
CHRhSZr								2																					
BCClHIrNRu																							1						
CCoHOPSi	2	1		11	2	8	1	8	4		6	1	3	6			1	4	6		7	2	25	5		5	3		
CHNiPTl		1												1									1						
AuCClHNTl									2		1									3									
CCuHLiOPSSn																	4												
CCoHOPSm																													
CCoHOPSn						1					2						7												
CHIrZr													1	3															
CFeNZn											2																		
CCoHOPSr																				1									
BCHILiNOU	4																4												
BBrCCoCsHIO																													
CFHNOPReRu		4			1						2	1		1	4			1	2	6	11	1	3	3	3	5			
BCClFHMnOPRh																													
BCHILiNOW								2																					
AlCFGeHOSn																										2			
BCFHPZn																				1									
AgBCFHNNiPS									1																				
CClHKNNiOPS																								1					
AlCHIZr								1		1																			
BCClHNSiTa			1	1		1													2										
BCFHPZr		8	8	1	3	1		1				1					4	2		1	1	5							
AsAuCCoHO																													
AgBCFFeHMoOP																								1					
CHKMnNOSi																3									12	15	2		
CCuHNNiOPS								2	2																				
CFeHNSV		3		2																									
BCClHNSiTh																													
CFeHNSW							1									2													
BCClHNSiTi		2	1	8	1			1	1														2	1	1	2			
CCdFeHOP										1															1				
CCoHILuNP																													
CFGaHNOPt														3															
CGeHIPW					1						2																		
AgBCClFHNPPd														1					1										
BrCClHMnNSi																									1				
CHSiTa	5	2	6			3	4	17	10	1	9	1																	
CHSiTb		1		1			5											1				2	1			1			
CFHINOReS																			2										
CCdFeHOS																	1												
CCoHNOPYb					1	2		1		1	1	4	4	1			2		2				1	2	2	1			
BrCClFHNOReS															1		1									1			
BCFHMnNOSV											1																		
BCCoHNNaSi																									2				
CCrCuHMoNNaO									1					1															
CHLuNTi																2													
CGaHIOOs																2													
CHSiTh		1		4		2			2											3	4	1	1	3	4	2	1		
CFHNOsPRh				1																									
CHSiTi	30	14	17	19	4	16	14	13	11	8	8	15	20	9	16	6	5	16	10	6	5	7	3	15	3		1		
CFeHNSb											2		1	1															
CFeHNSc													1													2			
CHSiTl	1		1			4	1					1					1												
CHSiTm				1			5					2				3				1			1			1			
CFeHNSe	10	1		1		1		2	3	4	1	5	8	2		4	3	1	18	10	8	7	6	9	6	3	2		
CCuHNNiOPd																			1										
BrCHLiNOZn													1		2												4		
AlBCHNOS																1													
CClHHgOSSi																									1				
CClHNOPRuSSb																													
BrCFHNNiOSZn																									3				
AgCClFFeHNOPSi																					1								
BrCClHPPdS																1				4									
BrCClHNPSiY						1																							
AgBCClFHNPPt								1				1																	
CFeHNSi	4	4	6	4	8	11	10	7	13	11	6	5	8	17	13	13	14	45	17	35	14	37	35	17	14	22	26		
BCCdCuHNOS																									1				
CFeHNSm																													
AlBCHNOY																								2	3	2			
CFHNOsPRu	6	1	3	7	12	1	2	3			2	9			1	5	2		1	6		1				4			
CFeHNSn	2			5	1	3	2					3			3			1				5							
BrCClFeHOPRuSn									1																				
CClHNOPRuSSi									4					1		1							2			1			
CCoKN	1																				1		1						
CClFHOOsPSb					5	1																							
CCoKO																													
CHLaOPtS																						1							
CHHoNOPRe																													
BCFHMnNOSi																											1		
CClHNOPRuSSn							1																						
CCrFeMo													1																
CClFHSiSn																			2										
CCoFHNNaOSTe																													
CClFHOOsPSi		4																											
BrCHOPPb							1																						
BrCHOPPd	3	8	5	5	10	3	3	2	2	9	2	2	6	30	8	10	20	12	7	13	8	19	20	9	5	5	5		
CHNORuSSe																1	1									1			
CClFHOOsPSn								2	2																				
CHNORuSSi										7	4		3	5	2		2	1		2									
BBrCFHLiNO																							2						
CClHNOPPtS	14	4	2	12	12	11	12		14	3	7	22	1	11	6	10	9	12	16	10	7	8	5	12	22	13	6		
CHNORuSSn									3							4			1	1									
CClHNOPPtU																									1				
CClHNOPPtW															3					1									
CDyHINOSi																													
AlCCoFHOP																						4	4		4	2			
BrCHOPPr															2					1					1				
CClHIPW			1												1														
BrCHORuSe																1		2											
BrCHOPPt	1	4	1		2	1		3	1	5	3	1	4	2	6	1		6	3		1		3	1	2				
CClFeHKMoOPS						2																							
BrCHIrNSiZr																			3										
CFGaGdHNO																			1										
CClHPReS	1		7					2		3			2		12				1								3		
BrCHORuSi				1			1				1						2												
CClHNOPPdPt					8	1		1	3		1		1	3		10	8	3	16										
CHNPTeZn										1			1											1					
AgCHNOPRuS																											2		
CHPdS	5	6	1	1		3	3	1	12	4	5	7	5	1	2	2	2	1	1		1	13				2			
AlBeCHIN																								1					
CFFeHIPPd								6							4														
BiCFHOPPtS											1																		
CHKMgOU										1																			
BeCFeHNO																													
CClHIPd											1																		
BiBrCHNTe																				2									
CCoHHgIN																			1										
CCoHHgIO																													
CFHPPdTe					2																								
CCoHHgIP																													
CHNORhRu												11	3	3	1		3		3			5							
CFGdHINO																					2		2			2			
CClDyHNNaOS																											1		
CGaHOYb												1																	
AgCFHINOOsPS					1																								
BCClHIrNSi																						2		1					
AuCClFHOPZr																					1								
BCClFeHZr																		2											
CFHORuS	17	24	3	14	15	2	7	10	5	10	2	7	5	6	6	4	2	2	4		4	11	7	4	1	4	5		
CFHPPdTl														1															
AuCFHOPPt	2	5	3								1								1										
CFHIrKOPS		1		4																									
CCoHOPTa																													
CFHNOPReSb		8	3		1	1	1								1														
CCoHOPTb																			1										
AuBrCClFHNSb																													
BCHINOTm													1																
CCoHOPTc						2																							
CFeHIOReS																													
CFHNOPReSe												1															3		
CCoHOPTe													5																
CFFeHIPPt																					3								
BiCHOZn					1																								
CClHLiMnOSi					2		1												1				2						
CClHIPt											1		2																
AsBrCCuHI																				1									
CFeHgNOS																													
CFHNOPReSi						1																				1			
CCoHOPTi							1				2	1				2													
BiCHOZr										1																			
BBrCCrHMgNO																	2												
CCoHOPTl																			1										
CClFHNOOsPSSi			2																										
CHLaMnNO						1										4					2	1		1					
AsBrCCuHN											2								1						1		2		
BCFGaHNSSi																									1				
CErFeHLiO																									2				
CClHPPdRuS							4						2																
CHPSSiSn					1												2								1				
BCClFHOZn																													
CHLiNiOPS										1																			
CHMnOPPd				2			4	6	2			2																	
CClFHNOOsPSSn												3																	
CCoCuHLiNO										1						1													
CCaClErHNO																						1							
BCClFHOZr		1		5	1	2		1		2	4							1			1								
BrCClCoHIN																						1							
AgBrCFHIrN											1																		
CHIrNNaNbOSiW								1																					
BCCoFeHNO						1				1	4		1	2	1		2		3	1		5		1	3	11			
AgBCCoFHNO				2										3															
CHNiOSiSn				2																									
CClCoHINOP														1															
BCHNNaNiOSW												1																	
CFeHNPReS		1																											
CFHNSbZn																		1			2	1				1			
CClCoHINOS			3																										
BCCoFeHNS				1																							1		
CHLiScSi																													
CDyFHNOSZn																				1						4	12		
AgBCCoFHNS		1					1																						
CFeHINiOSe		2																											
BrCGaHNOPRh															1														
CFHNSbZr																	1												
CFeHPRuSi										2																			
AlBiCClFHNOSi																				6									
BrCClCrHNOP						1					2																		
CClCuHMoNNaO																													
CHMnOPPt		3		4						1				1				2		2									
AlCFHLaOS																									1				
BCHILiNPd						2																							
CCdFeHPS																						1							
CFHNOsPSb																									1				
BrCClCrHNOS										1								1											
BCHHfLiN								1																					
BCHHfLiO														1															
BrCClHOOs			2																										
BrCFHInNPPt																					1								
BrCGaHNOPRu															1														
BCFHOPScSi																											1		
CErNaOPbTe												1																	
CFHNOsPSi										1					4			1											
BrCCsKMoNS																													
CHNPPdSiZn																								1					
CFeHNTe	1						1														1				1		1		
AsCFHMoSSe						1																							
BCCa				1							1	4	1		2														
BrCClFHNOPPdS									1							3			2			1				1			
BCCrFFeHN							2																		1				
CFeHNTh												1																	
CCoHNOPZn	2										1	1																	
CCrFHNNiOPS																											1		
CFeHNTi						1									1				3			1							
CCrFeNd		1																											
BCHILiNPt						1																							
CFeHORbSe																		1											
BCCe	2			1	1					1				1															
CClFeHNPPdPtS																				1									
AuBrCClHNO								2							2	1		2		1	3	1		1	3	3	5		
CFeHNTl		2	1											4															
AuBrCClHNP		1									4				1			5	1		2	1			1		6		
CCoHNOPZr									6			1			2	1		17	9	1	6	6		1	3				
CHKOPPdSi																	1												
BCFePrZr									1																				
CCuHKOSi								1														16							
CClFHMoNORuS																				1									
AuBrCClHNS														1	1						1			1		1			
CClFHSiTi									3		1	7								1									
CCuFeHOPSiTiW												1																	
CHHgNaOSe																													
BrCHOPReSb				1																									
BCCo										2																			
CClHRhSiZr				3		3																							
CHHoNOPSi																											2		
CHINSeSn																		1											
BCCr																													
CHNORhSW									1																				
BrCCaHNOPb																										1			
BrCHOPReSi			8																										
BCCu																			4										
CHNORuSTi										1	1	2								1									
CFHMoNPSSe																													
CMoOPb							1			2																			
BrCHOPReSn																													
CHNORhSb																									3				
CCuFHNO	17	25	12	14	13	21	31	24	32	26	45	31	53	59	49	55	57	59	69	51	70	84	37	81	82	82	76		
CCuFHNP	26	23	10	17	23	26	13	24	24	30	41	39	20	30	31	36	43	58	54	51	58	38	80	78	51	68	40		
CFeHMoOPPt																													
AlCClHLiNOSi				1								2																	
CGdHLiN														1															
CHNORhSe						6																		6					
CGdHLiO																													
BCClFHNPZr							1										2	2											
BrCHORuTe														1				1											
CClHKMgORu																					1								
CCuFHNS	1				1			1		3	4	2	1	1	10	2	1	9			6	5	2	4	2		2		
CClCrHHfNO											1																		
AsBCHNaOP																					2								
CHNORhSi	2			1	3		2		2		5	3		4		22	1		1	4	4	3	1		1		3		
CClGaHINSb																										1			
BCErHLiNOP									2																				
CCuFHNW																							2						
CClHNOPRhZn								2	1		2																		
BCHMoNOPPtSe													3																
BeCCuNiTiZr		2		1																									
BCCdHMgNOSi																									1				
BBrCHINRe																											1		
CHNORhSn												2		1							1	1							
AsBCHNaOW																											2		
CClHNOPRhZr												2																	
BCHMoNOPPtSi												1																	
CClGaHINSi													1																
CHPPdSeW							1																						
CHORuSZr						1																							
AuCCsF																								1					
BrCClHIOOsP																					1								
CCoLu																													
BaCHMoNOS																													
CMoORuSe									2																				
CHLiSSi																			1										
CHNaNiO			3		3		1							1					2					1					
CHNaNiP	2																												
AuCCsN																													
CCsHKMoNOSSe						1																							
CFHNORhS	11	14	2	6	2	12	15	19	17	39	13	20	29	28	28	43	22	34	45	32	32	43	57	34	32	21	39		
CHNaNiS		1				2			1				2																
CHLiSSn														2															
CFeOOsSSe					1																								
CClFeHHgMoNO																													
AsBCFHPPt																				4									
CGaHOZn														1															
CClCrHNaO																2													
CHLuOPRu																		2				6							
BrCClHOPW																			2										
CCrMnOSb																													
AgAlCFHOOs																													
CHPSSiTi			2																										
CClHPPdSeSn																						2							
CCrMnOSe															1	1													
BCNiThY																													
CFHNOTmZn																									1				
CCeHNSe																								1					
BrCHLiNNiSi										2															1				
CHNiOSiTi		3																											
CClDyHK																	1								1				
CClCuHKMoOS												1																	
CClHIrNOOsP					1			2																	2				
BrCClHOPb											1																		
CFGaHNORh																							1						
CCeHNSi				1			1	1	6	1	2							1	9	8	4	14	7	4	3	1			
CClDyHN									4								2	1	3			3	2	4		5	1		
CClDyHO					2		3	1			3		5	3	2		2			3	1	2	3	3	2	2	2		
BCCoFeHOP													2																
BrCClHOPd																													
AsBrCHLiMnO									1																				
CFHIrOPRuS									3			1		22		1	1												
BCCoFeHOS											2					2		3	1	2									
CFeHNPRhSi																													
BCClFFeHOPPtS																			1										
BBiCFHIN																											1		
CHNPSScSeSi																					1								
CErHNOPtS																1													
CClHOPbS												2			1				1	1									
CCrFeOP		1																											
CCrFeOS		1																											
CFGaHNORu																								1	2				
AsCFGaH															2														
CFHOPRhRu																2													
AgBCClFHNPRh							1																						
CClHNPPdPtS					4		1						1			3													
AlCHSiSm					4								1																
BrCClHOPt																													
BCHMgPSi												1																	
AlCHNaOPSi									1																				
CClHKOPPtS				2						1	2						1												
BBrCHNPPtSi											1		2		1	1				1						1			
BCClHLiOSi																							1				1		
CFHINOPPtRu																					3								
CCrFHHgO																													
CHNOPSiSm			2	1	5	1			1			5					2		1						1				
CHNOPSiSn	3					1							1		1	2			1										
CClOPdS																													
CHLiMoOPSi	3																									2			
BCClHLiOSm								1																					
CClFeHMnN					2														1		1	2							
AgBCClFHNPRu						1																				2			
CClFeHMnO								1	1		1	1				5										1			
CHNOPSiSr								1																					
CClHNPSnW																													
AlCClCuFHO																		4								2			
AuBrCClHOP							1	2				2	2		3		3												
BrCFHMgRh																			1										
CHNNaOSbSi								1																					
AuBrCClHOS																													
CHINSeTh																							1						
CClHIMoNPSi							1													4									
CFHKNNi																		1											
CDyGeHKNaOW																1													
BrCHOPRe	10	12	30	5	13	23	2	15	9	3	2	6	7		7		2	2	4	2	1	8	4	2	3	1	3		
CClFeHNOPtSe																													
CClHKMgOSi																				2									
CFeHMnNOPSi																								1					
BrCHOPRh	1		2	1	1			1	1	9	2	1			4			3	2			1	1		4	2	1		
CFNNiOS																				1									
CClHNOPPdRe						1	6		5					1	1	1													
CClFHNaOPRuS																			1										
AuCClFGeHP																				2							1		
BrCHPReS			4					2				4					1		1		1								
BCDy				2	2	1		1		1		1		2	1														
CFeHNOPbS		3	1									9					1	1					1	3	4				
CEuHNNaO			2	3	1			1	2	3	2	2	1	2	1	1	1	8	1		11	6	5	2	6	1	5		
CClHNOPPdRh	2				2			4			2	1																	
BrCClCuHNOOsP																											2		
CHMoNORuSi													1																
CFeHNOPbW						1													1										
CEuHNNaS																													
CHOSSbW													1																
CCuFHOP		2	1	7	1	2		12	5	1	1		3	1	10	1	1	5	2	5	14	11	5	7	4				
BBrCDyHOSi																									1				
BBrCFHNOSZn																									4				
BBrCClFHIrN																		1								1	2		
CClCsLu																													
CCuFHOS	4	1									3	1	1	5		3					1	3		1		3			
CClHOPPdPtRh											2																		
CCoMg										1																			
CClHgKN																													
CClFHIrNOPS		22		6	3		3		2				4	1	6	5	2	3	4	8	5	15	16	3	10	3	4		
BrCHIOReSb																													
BrCHOPRu	4	8	3	1	7	5	2	3	3	2	9	1	2	3	1	2	9	3	3	1	3			2					
AuCClHNiOP																				1									
CHIPtSb					2						10																		
CHNORhTi											1																		
BBrCCoHMgNO																		1											
AlCCuHMoNOTb																	1												
CHKMnNOSiW																									1				
CHIPtSe											4			1															
CClHNOPPdRu					2			3			1			1	5				1	3	5						1		
AuCFHOPRe			2																										
CCoMn					1																								
CDyEuHNOTb																		1											
CClHHoNPSi						1																							
AuCFHOPRh																2									2				
CCoMo									1	1	2												2						
CHIPtSi																													
CCsFeHNOSi																							1						
CCaDyHKO																											1		
BrCClFHHgNOPRh																	1												
CClHIRe																							1						
CFGdHNOPPtS								1							1					1									
AgBrCClFHInNSb																													
AuCClGeHNSi																	1								1				
CClHIRh																										2			
AlBrCHLuSi																									1				
CPtSSe																													
CHLuOPSi														2				1											
CClCoHIrNOPRuS																											3		
CCoFHNOPPd				5																		1							
AlBCHKNSi																										1			
AgCClFHOPSbTa																									1				
ArCFeO				1		5																							
CFHIrNOPPtSe																		1											
AuCFHOPRu				2									1																
CFeOOsSTe					1																								
AlBrCHNPPt																	1												
BCHLiOSiSm	2																												
AlBrCFHNOPS						1																							
CCdFeHNOZn																													
BBrCFeHLi																			2										
CFFeHIPRu	1													1			1												
CFHOPRhSW							2						1																
BCFeGaHNO			2		4																	1				1			
CClHIRu												1															3		
CClCrHNbO								1																					
CHMoNNbOPV										8																			
CClFHNNiPRhS																	2					1							
CCsErHNO						1																							
CCoFHNOPPt												3						3					1		1				
AgAlAsCFO																													
CCrFHINOS															1														
CFHOPRhSb		2	2	2		1			3		6	1	3		1	13	4	3	2	6	4		1			2			
CHMnOPRe					1		2																						
CFHKNOPPtS						1																							
CFHOPRhSe																													
CIPrRb																													
CHMnOPRh						18		1																					
CFGaHNOSi																2		1			1								
CClFeHNNbPS													2																
BCFHNNbSi		4	1		6	1																							
CFHOPRhSi			8	2				1	1		6	1						1		1			2			1			
AgCClHHoNOS																											2		
CCuHPPb																													
AlBCFHN		3	10	5	10	12	2	6	1	1	5			2			1	6	1		3	2		3	7	3	4		
CFHOPRhSn																													
AlCHSiTe						1																							
AlBCFHO					4					2																			
CHHgNNaOPd										2																			
CCoHMoOOs																													
AlBCFHP																			3										
BBrCClHNOPW												1															1		
AgCClHMoNO						2															1				1				
AlCHSiTh																							2						
CHNOPSiTa			1				2										1	3	2	1		1							
CClFHOSiZr		1																											
AlCHSiTi						2																5		1					
CHMnOPRu																													
CHNOPSiTb																									1		1		
CFHINORhS		4					1	1											1				4						
CHNOPSiTc										1									1										
AgCClHMoNS						2																							
CCoDyFHNOS																											2		
CFHKNOP							1								2	1			4			1	2						
AlBCFHY													1																
CFHKNOS															1				1	1									
CHNOPSiTh																			2	1	1					2	3		
CClHKNNiOSe																									2				
CCrHNaOPS																													
CHNOPSiTi		1									1	4							1								1		
CFHHgOPPtSSe						1																							
CFHKNOU																			8										
CGaHIORu																2													
AsCHNaOSnW					1					1																			
BCClHLiOTh		2																											
CFHKNOW																													
CFHNPPtRh						2			4																1				
CCrHNaOPW											2																		
CFHfI																													
CHNOPSiTm												1															2		
AgCFHOPRhS				1																									
CCuHPPt												1																	
BCCoFHOPS	2		1				1								2														
AlCClCuHMoNO								1		2														2					
AuCClFHIrNOP																									1				
CClFeHMoN																3													
CHKOPSnZr	1																												
BCFFeHNNiOSZr																						1							
BCCoFHOPV											1																		
CClFHLiMoNO						2																							
CClFeHMoP																		2											
AsCCeFeHKNOW							2																						
BrCHOPSW			2				1								1			2											
CHInPPtSi																													
CClFeHMoS		1						1									1						1				1		
CClHNOPPdSV			1																										
CCeClCoHMoOP													1																
CClHNOPPdSW					1					2		1	2																
CCrHNaOPb			1																										
CHMnORuSe						1																							
AuBrCClHPS					1																				1				
BrCFHMgSi																								1					
CCoNO	1					51		2	3				2	21				3						1					
CFHNPPtRu		6											4	2		2		1		3						2			
CCoNP											1																		
CGeHKNOPdSi																						1							
BCClHNOPSiU																1													
BBrCClHNOPt																						1							
CCoNS				1			1				2									1									
BCClHNOPSiW																													
CGeHKNOPdSn																						2							
BrCHOPSc							5																1						
BrCHMgOSbSi																				1									
AuCCaHNOS																									2				
BCEr					2	3						1		2	1														
CCoNW															1														
BCClFHMgNOS																					1								
CCoNY	1																												
BCEu		1									1						1												
CClHKOPdS																					1								
CClHNaOPPtSSn																													
CClHNOPPdSe			1													1		4											
BrCCaHNORe													1																
AsBaCHNOS																							1						
CHIOSiYb	2				1																								
BrCHOPSi																													
CClHMoNNaOS		2																			2								
CHHgNNaORuS																										1			
CClHNOPPdSi		1	1	1		1							3	4		3	1	2	4	2	2		3		1	1			
BrCHOPSm																		2											
BCClCoHORhS																	1												
BrCHOPSn	1	1	3	2	3	1		1		2	1					1					1		2						
CCaGaHNSi								1																					
CCoNd												2																	
BrCGeHORe																													
CClHNOPPdSn												2								4									
CClFeHKNNdO																											4		
CClHISW																													
CFHNNaNdOS												1												2					
CCuFFeHNOPS	1									1				1									3		5	1	1		
CCuFHPS	1	7		1			1	2	2				1				2		1		1		2		1				
BrCClGeHSnW												1																	
AuCFHOPSb					1				3					2		4	9	25	10	1	2	7	1		17	2			
CCoNi			1																								1		
CClHPRhS	4	3	7	1			1	1		3	2				17	6			1			2	6	1		1	2		
CCuFHPW																													
CFeGeHKNO												1												2					
CHIPtTe											1																		
AsCCoHMoORuS																													
CHMgNPPdS																							1						
CClHPRhW																													
CClCuFeHOSiTi												1																	
BCClCuFHNOPS																								3					
CFHIrOPPtSi																				1									
BiBrCClH																													
AuCFHOPSi				1														1											
CClFHNOPSbW						1																							
BCClCuFHNOPW																									1				
BCHLiOSiTb	2																												
AuCCuH													1		1							1							
CFFeHIPSi																								1					
CCoHMoOPS		8																1			3								
BCLiMg							1																						
AuCCuN									1																				
CClHISn		1				1	1	1															1	1	3				
CCuEuHNO		2	1	1				1	4	3	1	1	2	4	6	2	1	3	2	3	1	2	4	1	3				
AgCClFeHINP																					1								
BCHNaOYb					2																								
CCoHMoOPW								1																					
CHINaOS																									3				
BCGaHLaN																			1										
AuCClCuFFeHPS				1																									
CHMoNNiO	3	1	6	3	2		9		4	7	11	2	8	1	4	11	1	1		4	2	1	3	4					
CHINaOW																					1								
BCHOTeV																													
AuCClHPPtSn																													
AlAsCFHNaOSi																		1											
CHMoNNiS										2					2						1	1	1						
BrCHLiOPSiW																		1											
CHMnOPSb										2																			
CHIInPPtS																1													
CCoGdHMoOS																										2			
CHNPPdSSc																											1		
BrCFeHNPReS										1																			
CHMnOPSe	9	1						5	1			1		4	9					2		1			1				
CHMoNaOP	4		1				1		2		1			3							2	1		1		1			
CHLiNiOSV																			4										
CCrFHNORhS													1																
CHNPPdSSe				2	1																								
CFHOPRhTe						1																							
CHMoNaOS															3		4	1		1									
CHMnOPSi				1	1											4							1		1	7			
CCoHKNNaOS		1																						2					
CHNPPdSSi	1																				1		1						
BrCClHORe							1			1					19	1			2										
CHMoNaOV																											2		
CCoHSeSiSn		1																											
CFeHNPRhS																		10											
CClCrHOSSi																	2												
BCFK																1													
CHMoNaOW									4																				
BrCClHORh																							5	1			2		
CHMnOPSn		1			1			1		8		4	1			9							1						
